0,0,0,12.28637464
0,0,1,11.92696428
0,0,2,9.92450088
0,0,3,9.629540399
0,0,4,9.78761331
0,0,5,9.359148624
0,1,0,18.2127802
0,1,1,16.10610865
0,1,2,20.98482823
0,1,3,20.18580409
0,1,4,19.97605732
0,1,5,19.03803042
0,2,0,43.01436685
0,2,1,36.12069901
0,2,2,31.11446887
0,2,3,33.10292699
0,2,4,36.12936232
0,2,5,33.69291818
0,3,0,41.6370662
0,3,1,28.49232695
0,3,2,26.95063796
0,3,3,31.73014342
0,3,4,29.17539957
0,3,5,32.12838788
0,4,0,42.46686158
0,4,1,25.86568906
0,4,2,26.92565444
0,4,3,27.38858484
0,4,4,29.62418614
0,4,5,29.53230714
0,5,0,43.3044432
0,5,1,41.82321533
0,5,2,45.46407104
0,5,3,33.06090087
0,5,4,35.04762964
0,5,5,37.87826706
1,0,0,6.249094463
1,0,1,8.884535823
1,0,2,11.16987327
1,0,3,13.39847949
1,0,4,15.73913588
1,0,5,17.00170711
1,1,0,16.53620541
1,1,1,20.7041097
1,1,2,17.38961928
1,1,3,22.09174016
1,1,4,23.03264515
1,1,5,24.08207683
1,2,0,55.62850682
1,2,1,53.60196062
1,2,2,58.42003475
1,2,3,54.1880647
1,2,4,54.6680436
1,2,5,59.27328288
1,3,0,22.13503249
1,3,1,26.0244168
1,3,2,31.39027248
1,3,3,31.76058723
1,3,4,37.38597648
1,3,5,50.5470213
1,4,0,23.96860261
1,4,1,25.65390043
1,4,2,29.72213182
1,4,3,33.09051911
1,4,4,35.56163966
1,4,5,49.7721333
1,5,0,58.59066144
1,5,1,68.50988432
1,5,2,70.72167521
1,5,3,55.55231416
1,5,4,70.3041696
1,5,5,83.90371505
2,0,0,9.603907311
2,0,1,11.76176888
2,0,2,13.03142047
2,0,3,13.90731634
2,0,4,15.05135305
2,0,5,14.4785968
2,1,0,11.30121883
2,1,1,13.41940856
2,1,2,13.41722891
2,1,3,13.41782738
2,1,4,14.3195669
2,1,5,16.21367536
2,2,0,26.12803637
2,2,1,36.43206621
2,2,2,33.29679183
2,2,3,27.80485384
2,2,4,27.15082518
2,2,5,27.36584094
2,3,0,18.6167807
2,3,1,23.80800736
2,3,2,26.87093839
2,3,3,30.90900507
2,3,4,31.75792876
2,3,5,26.26648554
2,4,0,21.99919932
2,4,1,28.67619
2,4,2,26.47417188
2,4,3,33.61237929
2,4,4,29.84197284
2,4,5,32.14472487
2,5,0,31.09596691
2,5,1,38.45419828
2,5,2,28.375742
2,5,3,43.64360577
2,5,4,39.55454741
2,5,5,29.32386101
3,0,0,8.450268513
3,0,1,9.106843346
3,0,2,9.938178628
3,0,3,10.58263642
3,0,4,11.74495469
3,0,5,13.72284277
3,1,0,8.575031661
3,1,1,11.80832248
3,1,2,13.79800984
3,1,3,14.926381
3,1,4,15.60703312
3,1,5,17.45388094
3,2,0,23.11121298
3,2,1,34.25527434
3,2,2,35.39338238
3,2,3,30.95917142
3,2,4,31.80121722
3,2,5,36.74265075
3,3,0,23.83257601
3,3,1,23.91121294
3,3,2,31.65787779
3,3,3,29.04163233
3,3,4,33.17374488
3,3,5,36.53423782
3,4,0,21.7293857
3,4,1,27.86767117
3,4,2,24.39449031
3,4,3,27.09044583
3,4,4,34.35304079
3,4,5,26.95230964
3,5,0,44.68970691
3,5,1,58.36851012
3,5,2,52.73373957
3,5,3,37.99354691
3,5,4,43.95148126
3,5,5,42.50360469
4,0,0,18.8186744
4,0,1,18.01168834
4,0,2,18.07784019
4,0,3,17.3261516
4,0,4,16.37129149
4,0,5,18.07628847
4,1,0,17.4710134
4,1,1,21.40663694
4,1,2,19.00069947
4,1,3,17.02883699
4,1,4,15.66535655
4,1,5,15.71832425
4,2,0,18.87228391
4,2,1,21.48345272
4,2,2,20.01054007
4,2,3,23.02364384
4,2,4,21.81958287
4,2,5,21.49415773
4,3,0,22.43373529
4,3,1,25.09744856
4,3,2,21.3279723
4,3,3,23.43340699
4,3,4,24.14201178
4,3,5,24.71882898
4,4,0,23.41440293
4,4,1,23.21126407
4,4,2,21.58528774
4,4,3,22.62881094
4,4,4,20.21528018
4,4,5,24.30606419
4,5,0,40.39654754
4,5,1,44.16676313
4,5,2,44.93527682
4,5,3,39.07020718
4,5,4,36.61695886
4,5,5,33.64185824
5,0,0,11.51026898
5,0,1,12.63035482
5,0,2,12.06273937
5,0,3,14.08872
5,0,4,12.08051125
5,0,5,13.82960834
5,1,0,11.88858784
5,1,1,15.24255423
5,1,2,14.83950282
5,1,3,15.41880623
5,1,4,16.78830124
5,1,5,17.58304622
5,2,0,17.47180075
5,2,1,20.45131121
5,2,2,13.76631699
5,2,3,17.33011504
5,2,4,17.06035561
5,2,5,14.22831306
5,3,0,28.05535858
5,3,1,28.4342126
5,3,2,27.19133882
5,3,3,20.96591986
5,3,4,20.39710454
5,3,5,19.78244906
5,4,0,31.93995706
5,4,1,33.14703345
5,4,2,25.6395764
5,4,3,24.4812713
5,4,4,23.79939721
5,4,5,25.23171421
5,5,0,44.04467316
5,5,1,47.79907439
5,5,2,42.68379271
5,5,3,38.54756878
5,5,4,37.03134003
5,5,5,36.7375575
